,ID Банкомата,Адрес строкой RU,coord,coord_x,0,1
461,ATM55092,Область Саратовская Город Вольск Улица Октябрьская Дом 108,"<[OK] Yandex - Geocode [Russia, Saratov Region, Volsk, Oktyabrskaya ulitsa, 108]>","['52.041281', '47.393138']",52.041281,47.393138
462,ATM55096,Область Новосибирская Город Новосибирск Улица Ползунова Дом 15 корп 1,"<[OK] Yandex - Geocode [Russia, Novosibirsk, ulitsa Polzunova, 15к1]>","['55.063947', '82.988118']",55.063947,82.988118
463,ATM55202,Город Москва Набережная Пресненская Дом 6 стр. 2,"<[OK] Yandex - Geocode [Russia, Moscow, Presnenskaya Embankment, 6с2]>","['55.748143', '37.540488']",55.748143,37.540488
464,ATM55228,Город Москва Шоссе Варшавское Дом 25 А стр.6,"<[OK] Yandex - Geocode [Russia, Moscow, Varshavskoye Highway, 25Ас6]>","['55.693546', '37.625109']",55.693546,37.625109
465,ATM55238,Край Приморский Город Владивосток Проспект Красного Знамени Дом 91,"<[OK] Yandex - Geocode [Russia, Primorye Territory, Vladivostok, prospekt Krasnogo Znameni, 91]>","['43.126551', '131.914716']",43.126551,131.914716
466,ATM55371,Край Хабаровский Район Вяземский Город Вяземский Улица Коммунистическая Дом 3,"<[OK] Yandex - Geocode [Russia, Khabarovsk Territory, Vyazemskiy, Kommunisticheskaya ulitsa, 3]>","['47.535954', '134.75421']",47.535954,134.75421
467,ATM55384,Республика Калмыкия Город Элиста Улица Сухэ-Батора Дом 2,"<[OK] Yandex - Geocode [Russia, Republic of Kalmykia, Elista, ulitsa Sukhe-Batora, 2]>","['46.304879', '44.298747']",46.304879,44.298747
468,ATM55396,Край Хабаровский Город Комсомольск-на-Амуре Улица Вагонная Дом 30,"<[OK] Yandex - Geocode [Russia, Khabarovsk Territory, Komsomolsk-on-Amur, Vagonnaya ulitsa, 30]>","['50.558004', '136.958271']",50.558004,136.958271
469,ATM55405,Область Смоленская Город Смоленск Улица Тенишевой Дом 33,"<[OK] Yandex - Geocode [Russia, Smolensk, ulitsa Tenishevoy, 33]>","['54.770863', '32.059139']",54.770863,32.059139
470,ATM55409,Область Кемеровская Город Кемерово Проспект Ленинградский Дом 28 б,"<[OK] Yandex - Geocode [Russia, Kemerovo, Leningradskiy prospekt, 28Б]>","['55.349501', '86.175358']",55.349501,86.175358
471,ATM55411,Область Кемеровская Город Новокузнецк Улица Слесарная Дом 1а,"<[OK] Yandex - Geocode [Russia, Kemerovo Region, Novokuznetsk, Slesarnaya ulitsa, 1А]>","['53.78914', '87.312383']",53.78914,87.312383
472,ATM55413,Республика Тыва Город Кызыл Улица Оюна Курседи Дом 159 А,"<[OK] Yandex - Geocode [Russia, Republic of Tyva, Kyzyl, ulitsa Oyuna Kursedi, 159А]>","['51.709538', '94.424237']",51.709538,94.424237
473,ATM55414,Республика Тыва Город Кызыл Улица Калинина Дом 10 а,"<[OK] Yandex - Geocode [Russia, Republic of Tyva, Kyzyl, ulitsa Kalinina, 10А]>","['51.706687', '94.430202']",51.706687,94.430202
474,ATM55636,Область Белгородская Город Белгород Проспект Б.Хмельницкого Дом 111,"<[OK] Yandex - Geocode [Russia, Belgorod, prospekt Bogdana Khmelnitskogo, 111]>","['50.606471', '36.579291']",50.606471,36.579291
475,ATM55637,Республика Саха /Якутия/ Город Якутск Улица Ярославского Дом 37,"<[OK] Yandex - Geocode [Russia, Republic of Sakha (Yakutia), Yakutsk, ulitsa Yaroslavskogo, 37]>","['62.02403', '129.728513']",62.02403,129.728513
476,ATM55638,Город Москва Набережная Пресненская Дом 6 стр. 2,"<[OK] Yandex - Geocode [Russia, Moscow, Presnenskaya Embankment, 6с2]>","['55.748143', '37.540488']",55.748143,37.540488
477,ATM55640,Край Красноярский Город Норильск Улица Ленинградская Дом 3 Б,"<[OK] Yandex - Geocode [Russia, Krasnoyarsk Territory, Norilsk, Leningradskaya ulitsa, 3Б]>","['69.35602', '88.191564']",69.35602,88.191564
478,ATM55641,Край Красноярский Город Норильск Улица Вокзальная Дом 28Г,"<[OK] Yandex - Geocode [Russia, Krasnoyarsk Territory, Norilsk, Vokzalnaya ulitsa, 28Г]>","['69.359862', '88.095265']",69.359862,88.095265
479,ATM55642,Край Красноярский Город Норильск Проспект Ленинский Дом 11,"<[OK] Yandex - Geocode [Russia, Krasnoyarsk Territory, Norilsk, Leninskiy prospekt, 11]>","['69.346154', '88.205488']",69.346154,88.205488
480,ATM55643,Край Красноярский Город Норильск Улица Талнахская Дом 47,"<[OK] Yandex - Geocode [Russia, Krasnoyarsk Territory, Norilsk, Talnakhskaya ulitsa, 47]>","['69.354445', '88.206665']",69.354445,88.206665
481,ATM55906,Республика Тыва Город Кызыл Улица Калинина Дом 124 А,"<[OK] Yandex - Geocode [Russia, Republic of Tyva, Kyzyl, ulitsa Kalinina, 124А]>","['51.701769', '94.393667']",51.701769,94.393667
482,ATM55907,Республика Тыва Город Кызыл Улица Ленина Дом 36,"<[OK] Yandex - Geocode [Russia, Republic of Tyva, Kyzyl, ulitsa Lenina, 36]>","['51.720671', '94.436562']",51.720671,94.436562
483,ATM55908,Край Красноярский Город Красноярск Улица Ленина Дом 125,"<[OK] Yandex - Geocode [Russia, Krasnoyarsk, ulitsa Lenina, 125]>","['56.012164', '92.851754']",56.012164,92.851754
484,ATM55918,Край Приморский Город Владивосток Улица Светланская Дом 106,"<[OK] Yandex - Geocode [Russia, Primorye Territory, Vladivostok, Svetlanskaya Street, 106]>","['43.111988', '131.917537']",43.111988,131.917537
485,ATM55929,Город Москва Улица Таганская Дом 29 стр. 1,"<[OK] Yandex - Geocode [Russia, Moscow, Taganskaya Street, 29с1]>","['55.73964', '37.667528']",55.73964,37.667528
486,ATM55930,Область Иркутская Город Иркутск Улица 3 Июля Дом 25,"<[OK] Yandex - Geocode [Russia, Irkutsk, ulitsa 3 Iyulya, 25]>","['52.273108', '104.291269']",52.273108,104.291269
487,ATM55931,Область Тамбовская Город Тамбов Улица Державинская Дом 28-13,"<[OK] Yandex - Geocode [Russia, Tambov, Derzhavinskaya ulitsa, 28А]>","['52.723919', '41.447908']",52.723919,41.447908
488,ATM55934,Республика Бурятия Район Закаменский Город Закаменск Улица Ленина Дом 23,"<[OK] Yandex - Geocode [Russia, Republic of Buryatia, Zakamensk, ulitsa Lenina, 23]>","['50.375796', '103.291948']",50.375796,103.291948
489,ATM55936,Область Астраханская Город Астрахань Улица Мелиоративная Дом 2,"<[OK] Yandex - Geocode [Russia, Astrakhan, Meliorativnaya ulitsa, 2]>","['46.459709', '47.963541']",46.459709,47.963541
490,ATM55938,Республика Калмыкия Город Элиста Микрорайон 1-й Дом 18,"<[OK] Yandex - Geocode [Kazakhstan, Almaty, 1st microdistrict, 18]>","['43.232828', '76.848285']",43.232828,76.848285
491,ATM55941,Край Пермский Город Пермь Улица Мира Дом 41/1,"<[OK] Yandex - Geocode [Russia, Perm, ulitsa Mira, 41/1]>","['57.977684', '56.18875']",57.977684,56.18875
492,ATM55942,Область Томская Город Томск Улица Нахимова Дом 8/2,"<[OK] Yandex - Geocode [Russia, Tomsk, ulitsa Nakhimova, 8/2]>","['56.457602', '84.957485']",56.457602,84.957485
493,ATM55951,Область Ростовская Город Ростов-на-Дону Улица Пойменная Дом 1,"<[OK] Yandex - Geocode [Russia, Rostov-on-Don, mikrorayon Zarechnaya, Poymennaya Street, 1]>","['47.203997', '39.723735']",47.203997,39.723735
494,ATM55955,Область Ивановская Город Иваново Улица Лежневская Дом 55,"<[OK] Yandex - Geocode [Russia, Ivanovo, Lezhnevskaya ulitsa, 55]>","['56.983014', '40.98214']",56.983014,40.98214
495,ATM55960,Область Пензенская Город Пенза Улица Красная Дом 40,"<[OK] Yandex - Geocode [Russia, Penza, Krasnaya Street, 40А]>","['53.181925', '45.002847']",53.181925,45.002847
496,ATM55963,Край Хабаровский Район Ванинский Поселок Монгохто Военная часть 40689,"<[OK] Yandex - Geocode [Russia, Khabarovsk Territory, Vaninskiy rayon]>","['49.975486', '139.720052']",49.975486,139.720052
497,ATM55968,Край Приморский Город Артем Улица Рабочая 1-я Дом 70,"<[OK] Yandex - Geocode [Russia, Primorye Territory, Artyom, 1-ya Rabochaya ulitsa, 70]>","['43.330237', '132.105599']",43.330237,132.105599
498,ATM55970,Область Томская Город Томск Улица Пушкина Дом 63стр10,"<[OK] Yandex - Geocode [Russia, Tomsk, ulitsa Pushkina, 63с10]>","['56.498078', '84.990831']",56.498078,84.990831
499,ATM56001,Область Московская Район Мытищинский Деревня Шолохово Километр 1-й  автодороги Шолохово-Федоскино Владение 4 стр 2,"<[OK] Yandex - Geocode [Russia, Moscow Region, Golutvin - Ozyory, 38 Kilometre Station]>","['54.861881', '38.539388']",54.861881,38.539388
500,ATM56010,Край Хабаровский Город Хабаровск Улица Суворова Дом 25,"<[OK] Yandex - Geocode [Russia, Khabarovsk, Suvorova Street, 25]>","['48.395835', '135.10643']",48.395835,135.10643
501,ATM56011,Край Хабаровский Город Хабаровск Улица Трехгорная Дом 98,"<[OK] Yandex - Geocode [Russia, Khabarovsk, Tryokhgornaya ulitsa, 98]>","['48.546151', '135.054058']",48.546151,135.054058
502,ATM56012,Область Тверская Город Тверь Улица Бебеля Дом 1,"<[OK] Yandex - Geocode [Russia, Tver, ulitsa Bebelya, 1]>","['56.860078', '35.894469']",56.860078,35.894469
503,ATM56021,Республика Саха /Якутия/ Улус Мирнинский Город Мирный Проспект Ленинградский Дом 19,"<[OK] Yandex - Geocode [Russia, Republic of Sakha (Yakutia), Mirny, Leningradskiy prospekt, 19]>","['62.537004', '113.975279']",62.537004,113.975279
504,ATM56027,Город Москва Улица Академика Королева Дом 19,"<[OK] Yandex - Geocode [Russia, Moscow, Akademika Korolyova Street, 19]>","['55.820875', '37.60443']",55.820875,37.60443
505,ATM56031,Край Красноярский Город Красноярск Улица 30 Июля Дом 8,"<[OK] Yandex - Geocode [Russia, Krasnoyarsk, ulitsa 30 Iyulya, 8]>","['56.006628', '92.830814']",56.006628,92.830814
506,ATM56035,Город Москва Шоссе Каширское Дом 26	3,"<[OK] Yandex - Geocode [Russia, Moscow, Kashirskoye Highway, 26к3]>","['55.652908', '37.647316']",55.652908,37.647316
507,ATM56038,Республика Калмыкия Город Элиста Улица Ленина В.И. Дом 249,"<[OK] Yandex - Geocode [Russia, Republic of Kalmykia, Elista, V.I. Lenina Street, 249]>","['46.308957', '44.268977']",46.308957,44.268977
508,ATM56039,Край Красноярский Город Красноярск Проспект Мира Дом 19,"<[OK] Yandex - Geocode [Russia, Krasnoyarsk, prospekt Mira, 19]>","['56.012637', '92.885558']",56.012637,92.885558
509,ATM56042,Область Самарская Город Самара Шоссе Московское (24 км) Дом 5,"<[OK] Yandex - Geocode [Russia, Samara, Moskovskoye Highway, 3]>","['53.202804', '50.148585']",53.202804,50.148585
510,ATM56043,Край Забайкальский Город Чита Улица Трактовая Дом 35 Б,"<[OK] Yandex - Geocode [Russia, Trans-Baikal Territory, Chita, Traktovaya ulitsa, 35Бс9]>","['52.073614', '113.451651']",52.073614,113.451651
511,ATM56046,Область Самарская Город Самара Шоссе Московское (24 км) Дом 5,"<[OK] Yandex - Geocode [Russia, Samara, Moskovskoye Highway, 3]>","['53.202804', '50.148585']",53.202804,50.148585
512,ATM56047,Край Красноярский Город Красноярск Улица 9 Мая Дом 77,"<[OK] Yandex - Geocode [Russia, Krasnoyarsk, ulitsa 9 Maya, 77]>","['56.050913', '92.904369']",56.050913,92.904369
513,ATM56048,Край Красноярский Город Норильск Улица Красноярская Дом 6,"<[OK] Yandex - Geocode [Russia, Krasnoyarsk Territory, Norilsk, Krasnoyarskaya ulitsa, 6]>","['69.356274', '88.173697']",69.356274,88.173697
514,ATM56051,Область Тверская Город Тверь Переулок Смоленский Дом 9,"<[OK] Yandex - Geocode [Russia, Tver, Smolenskiy pereulok, 9]>","['56.852731', '35.925371']",56.852731,35.925371
515,ATM56052,Область Орловская Район Орловский Город Орел Шоссе Наугорское Дом 5,"<[OK] Yandex - Geocode [Russia, Oryol, Naugorskoye shosse, 5]>","['52.980354', '36.049231']",52.980354,36.049231
516,ATM56057,Область Пензенская Город Пенза Улица Центральная Дом 1,"<[OK] Yandex - Geocode [Russia, Penza, Tsentralnaya Street, 1]>","['53.1283', '45.024074']",53.1283,45.024074
517,ATM56059,Область Пензенская Город Пенза Проспект Строителей Дом 90,"<[OK] Yandex - Geocode [Russia, Penza, Stroiteley Avenue, 90]>","['53.221543', '44.909081']",53.221543,44.909081
518,ATM56061,Область Астраханская Город Астрахань Улица Боевая Дом 25,"<[OK] Yandex - Geocode [Russia, Astrakhan, Boyevaya Street, 25]>","['46.338313', '48.023172']",46.338313,48.023172
519,ATM56062,Край Пермский Город Пермь Улица Куйбышева Дом 85а,"<[OK] Yandex - Geocode [Russia, Perm, Kuybysheva Street, 85А]>","['57.99341', '56.24705']",57.99341,56.24705
520,ATM56064,Республика Хакасия Город Саяногорск Микрорайон Енисейский Дом 38,"<[OK] Yandex - Geocode [Russia, Republic of Khakassia, gorodskoy okrug Sayanogorsk, Sayanogorsk, mikrorayon Yeniseyskiy, 38]>","['53.094414', '91.416381']",53.094414,91.416381
521,ATM56066,Край Пермский Город Пермь Проспект Комсомольский Дом 72,"<[OK] Yandex - Geocode [Russia, Perm, Komsomolsky Avenue, 72]>","['57.995843', '56.254021']",57.995843,56.254021
522,ATM56067,Область Смоленская Город Смоленск Улица 25 Сентября Дом 35-а,"<[OK] Yandex - Geocode [Russia, Smolensk, ulitsa 25 Sentyabrya, 35А]>","['54.769097', '32.08174']",54.769097,32.08174
523,ATM56070,Область Кемеровская Город Новокузнецк Проспект Авиаторов Дом 9,"<[OK] Yandex - Geocode [Russia, Kemerovo Region, Novokuznetsk, prospekt Aviatorov, 9]>","['53.897127', '87.100515']",53.897127,87.100515
524,ATM56071,Край Краснодарский Город Краснодар Улица Олимпийская / им. Тургенева Дом 8/135/1,"<[OK] Yandex - Geocode [Russia, Krasnodar Territory, Armavir, ulitsa Turgeneva, 8]>","['45.003761', '41.107752']",45.003761,41.107752
525,ATM56072,Автономная область Еврейская Город Биробиджан Улица Советская Дом 58,"<[OK] Yandex - Geocode [Russia, Jewish Autonomous Region, Birobidzhan, Sovetskaya ulitsa, 58]>","['48.778718', '132.941068']",48.778718,132.941068
526,ATM56077,Край Приморский Город Владивосток Улица Калинина Дом 204 б,"<[OK] Yandex - Geocode [Russia, Primorye Territory, Vladivostok, Kalinina Street, 204Б]>","['43.09097', '131.885979']",43.09097,131.885979
527,ATM56078,Область Иркутская Город Иркутск Улица Седова Дом 38/1,"<[OK] Yandex - Geocode [Russia, Irkutsk, ulitsa Sedova, 38/1]>","['52.272949', '104.292114']",52.272949,104.292114
528,ATM56080,Край Красноярский Город Норильск Дорога Норильск-Алыкель 11 Километр Дом 64,"<[OK] Yandex - Geocode [Russia, Krasnoyarsk Territory, Yemelyanovskiy rayon, Yeniseyskiy trakt, 11-y kilometr]>","['56.129579', '92.952482']",56.129579,92.952482
529,ATM56082,Край Хабаровский Район Комсомольский Городок Комсомольск-31 Улица Авиационная Дом 12,"<[OK] Yandex - Geocode [Russia, Khabarovsk Territory, Sovetsko-Gavanskiy rayon, Sovetskaya Gavan, Aviatsionnaya ulitsa, 12]>","['48.97666', '140.310532']",48.97666,140.310532
531,ATM56086,Область Брянская Город Клинцы Улица Ворошилова Дом 33,"<[OK] Yandex - Geocode [Russia, Bryansk Region, Klintsy, ulitsa Voroshilova, 33]>","['52.763476', '32.26638']",52.763476,32.26638
532,ATM56087,Область Московская Город Дубна Улица Академика Балдина Дом 2,"<[OK] Yandex - Geocode [Russia, Moscow Region, Dubna, ulitsa Akademika Baldina, 2]>","['56.751396', '37.204662']",56.751396,37.204662
533,ATM56089,Республика Башкортостан Район Уфимский Город Уфа Улица Менделеева Дом 137,"<[OK] Yandex - Geocode [Russia, Republic of Bashkortostan, Ufa, Mendeleeva Street, 137]>","['54.713475', '55.993582']",54.713475,55.993582
534,ATM56098,Край Приморский Город Партизанск Улица Ленинская Дом 26-А,"<[OK] Yandex - Geocode [Russia, Primorye Territory, Partizansk, Leninskaya ulitsa, 26А]>","['43.119412', '133.123947']",43.119412,133.123947
535,ATM56099,Область Амурская Город Зея Переулок Пушкина Дом 1,"<[OK] Yandex - Geocode [Russia, Amurskaya oblast, Zeya, pereulok Pushkina, 1]>","['53.730496', '127.24919']",53.730496,127.24919
536,ATM56123,Область Тюменская Город Тюмень Улица Мельникайте Дом 125/2,"<[OK] Yandex - Geocode [Russia, Tyumen, ulitsa Melnikayte, 125к1]>","['57.126372', '65.555941']",57.126372,65.555941
537,ATM56558,Край Красноярский Город Норильск Улица Комсомольская Дом 31,"<[OK] Yandex - Geocode [Russia, Krasnoyarsk Territory, Norilsk, Komsomolskaya ulitsa, 31]>","['69.34766', '88.190657']",69.34766,88.190657
538,ATM56559,Край Красноярский Город Норильск Улица Талнахская Дом 56,"<[OK] Yandex - Geocode [Russia, Krasnoyarsk Territory, Norilsk, Talnakhskaya ulitsa, 56]>","['69.356626', '88.205551']",69.356626,88.205551
540,ATM56564,Область Московская Город Щелково Микрорайон Богородский Владение 9,"<[OK] Yandex - Geocode [Russia, Moscow Region, Schyolkovo, mikrorayon Bogorodskiy, вл9]>","['55.939706', '37.974716']",55.939706,37.974716
541,ATM56567,Автономная область Еврейская Город Биробиджан Улица Черноморска Дом 6,"<[OK] Yandex - Geocode [Russia, Jewish Autonomous Region, Birobidzhan]>","['48.794668', '132.921754']",48.794668,132.921754
542,ATM56574,Область Свердловская Город Екатеринбург Улица Кузнецова Дом 21,"<[OK] Yandex - Geocode [Russia, Sverdlovsk Region, Yekaterinburg, Ordzhonikidzevsky District, Kuznetsova Street, 21]>","['56.892635', '60.612485']",56.892635,60.612485
543,ATM56575,Край Красноярский Район Богучанский Село Богучаны Улица Октябрьская Дом 80,"<[OK] Yandex - Geocode [Russia, Krasnoyarsk Territory, Boguchanskiy rayon, selo Boguchany, Oktyabrskaya ulitsa, 80]>","['58.385204', '97.475922']",58.385204,97.475922
544,ATM56579,Край Забайкальский Город Чита Улица Шилова Дом 100,"<[OK] Yandex - Geocode [Russia, Trans-Baikal Territory, Chita, ulitsa Shilova, 100]>","['52.065593', '113.497294']",52.065593,113.497294
545,ATM56580,Край Красноярский Город Норильск Площадь Металлургов Дом 10,"<[OK] Yandex - Geocode [Russia, Krasnoyarsk Territory, Norilsk, ploshchad Metallurgov, 10]>","['69.358924', '88.183003']",69.358924,88.183003
546,ATM56581,Республика Тыва Город Кызыл Улица Интернациональная Дом 117,"<[OK] Yandex - Geocode [Russia, Republic of Tyva, Kyzyl, Internatsionalnaya ulitsa, 117]>","['51.702958', '94.453909']",51.702958,94.453909
547,ATM56583,Республика Тыва Город Кызыл Улица Ленина Дом 42,"<[OK] Yandex - Geocode [Russia, Republic of Tyva, Kyzyl, ulitsa Lenina, 42]>","['51.720325', '94.43322']",51.720325,94.43322
548,ATM60000,Республика Удмуртская Город Ижевск Шоссе Воткинское Дом 178 а,"<[OK] Yandex - Geocode [Russia, Udmurtian Republic, Izhevsk, Votkinskoye Highway, 178А]>","['56.897807', '53.307511']",56.897807,53.307511
549,ATM60001,"Город Санкт-Петербург Улица Московская Б. Дом 8/2, лит. А","<[OK] Yandex - Geocode [Russia, Saint Petersburg, Bolshaya Moskovskaya Street, 8/2]>","['59.926472', '30.347983']",59.926472,30.347983
550,ATM60002,Город Санкт-Петербург Бульвар Новаторов Дом 11а,"<[OK] Yandex - Geocode [Russia, Saint Petersburg, bulvar Novatorov, 11]>","['59.850649', '30.267314']",59.850649,30.267314
551,ATM60003,Край Приморский Город Уссурийск Улица Суханова Дом 55 б,"<[OK] Yandex - Geocode [Russia, Primorye Territory, Ussuriysk, ulitsa Sukhanova, 55Б]>","['43.794175', '131.954898']",43.794175,131.954898
552,ATM60004,Край Красноярский Город Красноярск Улица Рязанская Дом 65г,"<[OK] Yandex - Geocode [Russia, Krasnoyarsk, Ryazanskaya ulitsa, 65Г]>","['56.031081', '93.072111']",56.031081,93.072111
553,ATM60005,Город Москва Улица Чертановская Дом 1В корпус 1,"<[OK] Yandex - Geocode [Russia, Moscow, Chertanovskaya Street, 1Вк1]>","['55.639461', '37.607143']",55.639461,37.607143
554,ATM60006,Край Красноярский Город Красноярск Улица Красной Армии Дом 3,"<[OK] Yandex - Geocode [Russia, Krasnoyarsk, ulitsa Krasnoy Armii, 3]>","['56.013623', '92.856848']",56.013623,92.856848
555,ATM60007,Республика Хакасия Город Абакан Улица Пушкина Дом 165,"<[OK] Yandex - Geocode [Russia, Republic of Khakassia, Abakan, ulitsa Pushkina, 165]>","['53.715141', '91.433719']",53.715141,91.433719
556,ATM60008,Край Красноярский Город Минусинск Улица Ванеева Дом 2,"<[OK] Yandex - Geocode [Russia, Krasnoyarsk Territory, Minusinsk, ulitsa Vaneyeva, 2]>","['53.689673', '91.674458']",53.689673,91.674458
557,ATM60009,Область Калужская Город Обнинск Улица Гагарина Дом 15,"<[OK] Yandex - Geocode [Russia, Kaluga Region, Obninsk, ulitsa Gagarina, 15]>","['55.118148', '36.590591']",55.118148,36.590591
558,ATM60010,Край Красноярский Город Железногорск Улица Чапаева Дом 6,"<[OK] Yandex - Geocode [Russia, Krasnoyarsk Territory, Zheleznogorsk, ulitsa Chapayeva, 6]>","['56.255738', '93.531617']",56.255738,93.531617
559,ATM60011,Область Московская Район Красногорский Город Красногорск Улица Циолковского Дом 6,"<[OK] Yandex - Geocode [Russia, Moscow Region, Krasnogorsk, mikrorayon Raytsentr, ulitsa Tsiolkovskogo, 6]>","['55.818194', '37.324632']",55.818194,37.324632
560,ATM60012,Область Тамбовская Город Рассказово Проезд Куйбышевский Дом 2,"<[OK] Yandex - Geocode [Russia, Tambov Region, Rasskazovo, Kuybyshevskiy proyezd, 2]>","['52.654481', '41.876153']",52.654481,41.876153
561,ATM60013,Область Владимирская Город Владимир Улица Разина Дом 30,"<[OK] Yandex - Geocode [Russia, Vladimir, ulitsa Razina, 30]>","['56.116673', '40.352906']",56.116673,40.352906
562,ATM60014,Область Нижегородская Город Нижний Новгород Шоссе Жиркомбината Дом 11,"<[OK] Yandex - Geocode [Russia, Nizhniy Novgorod, Zhirkombinata Highway, 11]>","['56.310982', '43.915472']",56.310982,43.915472
563,ATM60015,Область Воронежская Район Борисоглебский Город Борисоглебск Улица Первомайская Дом 95,"<[OK] Yandex - Geocode [Russia, Voronezh Region, Borisoglebsk, Pervomayskaya ulitsa, 95]>","['51.359217', '42.107685']",51.359217,42.107685
564,ATM60016,Город Москва Проспект Ленинский Дом 81/2,"<[OK] Yandex - Geocode [Russia, Moscow, Leninsky Avenue, 81]>","['55.683239', '37.539482']",55.683239,37.539482
565,ATM60017,Область Свердловская Город Нижний Тагил Улица Мира Дом 52,"<[OK] Yandex - Geocode [Russia, Sverdlovsk Region, Nizhny Tagil, ulitsa Mira]>","['57.860719', '59.96312']",57.860719,59.96312
566,ATM60018,Область Амурская Город Благовещенск Улица Амурская Дом 187,"<[OK] Yandex - Geocode [Russia, Amurskaya oblast, Blagoveschensk, Amurskaya ulitsa, 187]>","['50.263497', '127.536947']",50.263497,127.536947
567,ATM60019,Город Москва Проспект Ленинский Дом 81/2,"<[OK] Yandex - Geocode [Russia, Moscow, Leninsky Avenue, 81]>","['55.683239', '37.539482']",55.683239,37.539482
568,ATM60020,Город Москва Улица Чертановская Дом 1В корпус 1,"<[OK] Yandex - Geocode [Russia, Moscow, Chertanovskaya Street, 1Вк1]>","['55.639461', '37.607143']",55.639461,37.607143
569,ATM60021,Город Москва Шоссе Каширское Дом 122,"<[OK] Yandex - Geocode [Russia, Moscow, Kashirskoye Highway, 122]>","['55.605902', '37.71813']",55.605902,37.71813
570,ATM60022,Область Самарская Город Тольятти Проспект Степана Разина Дом 19,"<[OK] Yandex - Geocode [Russia, Samara Region, Tolyatti, prospekt Stepana Razina, 19]>","['53.529819', '49.298689']",53.529819,49.298689
571,ATM60023,Область Московская Район Мытищинский Деревня Шолохово Километр 1-й  автодороги Шолохово-Федоскино Владение 4 стр 2,"<[OK] Yandex - Geocode [Russia, Moscow Region, Golutvin - Ozyory, 38 Kilometre Station]>","['54.861881', '38.539388']",54.861881,38.539388
572,ATM60025,Город Москва Площадь Измайловская Дом 1,"<[OK] Yandex - Geocode [Russia, Moscow, Izmaylovskaya Square, 1]>","['55.792022', '37.775137']",55.792022,37.775137
573,ATM60027,Край Пермский Город Пермь Улица Осинская Дом 16,"<[OK] Yandex - Geocode [Russia, Perm, Osinskaya Street, 16]>","['58.011623', '56.229713']",58.011623,56.229713
574,ATM60028,Город Москва Улица Смольная Дом 22,"<[OK] Yandex - Geocode [Russia, Moscow, Smolnaya Street, 22]>","['55.859691', '37.484415']",55.859691,37.484415
575,ATM60029,Область Московская Район Мытищинский Деревня Шолохово Километр 1-й  автодороги Шолохово-Федоскино Владение 4 стр 2,"<[OK] Yandex - Geocode [Russia, Moscow Region, Golutvin - Ozyory, 38 Kilometre Station]>","['54.861881', '38.539388']",54.861881,38.539388
576,ATM60031,Город Москва Площадь Павелецкая Дом 2/2,"<[OK] Yandex - Geocode [Russia, Moscow, Paveletskaya Square, 2с2]>","['55.730213', '37.635916']",55.730213,37.635916
577,ATM60032,Область Калужская Район Боровский Село Ворсино Улица Лыскина Владение 1,"<[OK] Yandex - Geocode [Russia, Kaluga Region, Borovskiy rayon, selo Vorsino, ulitsa Lyskina, вл1]>","['55.223027', '36.664325']",55.223027,36.664325
578,ATM60034,Республика Татарстан Город Казань Улица Сафиуллина Дом 16,"<[OK] Yandex - Geocode [Russia, Republic of Tatarstan, City of Kazan, Safiullina Street, 16]>","['55.751492', '49.22112']",55.751492,49.22112
579,ATM60035,Край Красноярский Район Березовский Село Зыково Улица Линейная Дом 31/23,"<[OK] Yandex - Geocode [Russia, Krasnoyarsk Territory, Beryozovskiy rayon, selo Zykovo, Lineynaya ulitsa, 31/23]>","['55.950801', '93.153337']",55.950801,93.153337
580,ATM60037,Город Москва Улица Русаковская Дом 22-1,"<[OK] Yandex - Geocode [Russia, Moscow, Rusakovskaya Street, 22с1]>","['55.787391', '37.679269']",55.787391,37.679269
581,ATM60038,Область Московская Город Химки Микрорайон 8,"<[OK] Yandex - Geocode [Russia, Moscow Region, Khimki, 8-y mikrorayon]>","['55.908389', '37.402552']",55.908389,37.402552
582,ATM60039,Республика Хакасия Город Абакан Улица Пушкина Дом 165,"<[OK] Yandex - Geocode [Russia, Republic of Khakassia, Abakan, ulitsa Pushkina, 165]>","['53.715141', '91.433719']",53.715141,91.433719
583,ATM60040,Область Ленинградская Район Всеволожский Город Всеволожск Улица Индустриальная Дом 6,"<[OK] Yandex - Geocode [Russia, Leningrad Region, Vsevolozhsk, Industrialnaya ulitsa, 6]>","['59.996493', '30.785094']",59.996493,30.785094
584,ATM60041,Город Санкт-Петербург Проспект Культуры Дом 41,"<[OK] Yandex - Geocode [Russia, Saint Petersburg, prospekt Kultury, 41]>","['60.053229', '30.389692']",60.053229,30.389692
585,ATM60042,"Город Санкт-Петербург Улица Советская 2-я Дом 17, лит. А","<[OK] Yandex - Geocode [Russia, Saint Petersburg, 2nd Sovetskaya Street, 17]>","['59.931648', '30.368096']",59.931648,30.368096
586,ATM60043,Край Красноярский Город Красноярск Улица Взлетная Дом 59,"<[OK] Yandex - Geocode [Russia, Krasnoyarsk, Vzlyotnaya ulitsa, 59]>","['56.032982', '92.893005']",56.032982,92.893005
588,ATM60045,Область Астраханская Город Астрахань Проезд Аэропортовский Дом 1,"<[OK] Yandex - Geocode [Russia, Astrakhan, Aeroportovskiy Drive, 1А]>","['46.288397', '48.001091']",46.288397,48.001091
